Jurisdiction,Category,Type,Total type,Management,Fate,y,ds,Sub-stream
SA,Total,,All other waste total,Recycling,Recycling,394178,2021-12-31,01 MSW
SA,Total,,All other waste total,Waste reuse,Waste reuse,3206,2021-12-31,01 MSW
SA,Total,,All other waste total,Energy from waste facility,Energy recovery,100000,2021-12-31,09 Total
SA,Total,,All other waste total,Landfill,Disposal,937062,2021-12-31,09 Total
SA,Total,,All other waste total,Landfill,Energy recovery,73440,2021-12-31,09 Total
SA,Total,,All other waste total,Recycling,Recycling,3627301,2021-12-31,09 Total
SA,Total,,All other waste total,Waste reuse,Waste reuse,23011,2021-12-31,09 Total
Tas,Biosolids,,Biosolids total,Other disposal,Disposal,3022,2021-12-31,03 C&I core
Tas,Biosolids,,Biosolids total,Recycling,Recycling,30552,2021-12-31,03 C&I core
Tas,Biosolids,,Biosolids total,Other disposal,Disposal,3022,2021-12-31,09 Total
Tas,Biosolids,,Biosolids total,Recycling,Recycling,30552,2021-12-31,09 Total
Tas,Hazardous wastes,,Hazwaste total,Energy from waste facility,Energy recovery,0,2021-12-31,02 C&D
Tas,Hazardous wastes,,Hazwaste total,Landfill,Disposal,16617,2021-12-31,02 C&D
Tas,Hazardous wastes,,Hazwaste total,Other disposal,Disposal,0,2021-12-31,02 C&D
Tas,Hazardous wastes,,Hazwaste total,Recycling,Recycling,2082,2021-12-31,02 C&D
Tas,Hazardous wastes,,Hazwaste total,Treatment,Disposal,933,2021-12-31,02 C&D
Tas,Hazardous wastes,,Hazwaste total,Treatment,Energy recovery,0,2021-12-31,02 C&D
Tas,Hazardous wastes,,Hazwaste total,Treatment,Recycling,3726,2021-12-31,02 C&D
Tas,Hazardous wastes,,Hazwaste total,Energy from waste facility,Energy recovery,3699,2021-12-31,03 C&I core
Tas,Hazardous wastes,,Hazwaste total,Landfill,Disposal,15665,2021-12-31,03 C&I core
Tas,Hazardous wastes,,Hazwaste total,Other disposal,Disposal,11456,2021-12-31,03 C&I core
Tas,Hazardous wastes,,Hazwaste total,Recycling,Recycling,199855,2021-12-31,03 C&I core
Tas,Hazardous wastes,,Hazwaste total,Treatment,Disposal,6401,2021-12-31,03 C&I core
Tas,Hazardous wastes,,Hazwaste total,Treatment,Energy recovery,3775,2021-12-31,03 C&I core
Tas,Hazardous wastes,,Hazwaste total,Treatment,Recycling,50890,2021-12-31,03 C&I core
Tas,Hazardous wastes,,Hazwaste total,Energy from waste facility,Energy recovery,3699,2021-12-31,09 Total
Tas,Hazardous wastes,,Hazwaste total,Landfill,Disposal,32282,2021-12-31,09 Total
Tas,Hazardous wastes,,Hazwaste total,Other disposal,Disposal,11456,2021-12-31,09 Total
Tas,Hazardous wastes,,Hazwaste total,Recycling,Recycling,201937,2021-12-31,09 Total
Tas,Hazardous wastes,,Hazwaste total,Treatment,Disposal,7333,2021-12-31,09 Total
Tas,Hazardous wastes,,Hazwaste total,Treatment,Energy recovery,3775,2021-12-31,09 Total
Tas,Hazardous wastes,,Hazwaste total,Treatment,Recycling,54616,2021-12-31,09 Total
Tas,Mining,,Mining waste total,Landfill,Disposal,7,2021-12-31,08 C&I (mining)
Tas,Mining,,Mining waste total,Other disposal,Disposal,5285430,2021-12-31,08 C&I (mining)
Tas,Mining,,Mining waste total,Recycling,Recycling,1060,2021-12-31,08 C&I (mining)
Tas,Mining,,Mining waste total,Unknown,Unknown,0,2021-12-31,08 C&I (mining)
Tas,Mining,,Mining waste total,Landfill,Disposal,7,2021-12-31,09 Total
Tas,Mining,,Mining waste total,Other disposal,Disposal,5285430,2021-12-31,09 Total
Tas,Mining,,Mining waste total,Recycling,Recycling,1060,2021-12-31,09 Total
Tas,Mining,,Mining waste total,Unknown,Unknown,0,2021-12-31,09 Total
Tas,Total,,All other waste total,Energy from waste facility,Energy recovery,0,2021-12-31,02 C&D
Tas,Total,,All other waste total,Landfill,Disposal,52959,2021-12-31,02 C&D
Tas,Total,,All other waste total,Landfill,Energy recovery,556,2021-12-31,02 C&D
Tas,Total,,All other waste total,Recycling,Recycling,3953,2021-12-31,02 C&D
Tas,Total,,All other waste total,Energy from waste facility,Energy recovery,0,2021-12-31,03 C&I core
Tas,Total,,All other waste total,Landfill,Disposal,227605,2021-12-31,03 C&I core
Tas,Total,,All other waste total,Landfill,Energy recovery,29542,2021-12-31,03 C&I core
Tas,Total,,All other waste total,Recycling,Recycling,53033,2021-12-31,03 C&I core
Tas,Total,,All other waste total,Energy from waste facility,Energy recovery,0,2021-12-31,01 MSW
Tas,Total,,All other waste total,Landfill,Disposal,105207,2021-12-31,01 MSW
Tas,Total,,All other waste total,Landfill,Energy recovery,20307,2021-12-31,01 MSW
Tas,Total,,All other waste total,Recycling,Recycling,54324,2021-12-31,01 MSW
Tas,Total,,All other waste total,Energy from waste facility,Energy recovery,0,2021-12-31,09 Total
Tas,Total,,All other waste total,Landfill,Disposal,385771,2021-12-31,09 Total
Tas,Total,,All other waste total,Landfill,Energy recovery,50405,2021-12-31,09 Total
Tas,Total,,All other waste total,Recycling,Recycling,111310,2021-12-31,09 Total
Vic,Ash,,Ash waste total,Other disposal,Long-term storage,875651,2021-12-31,04 C&I (electricity generation)
Vic,Ash,,Ash waste total,Recycling,Recycling,0,2021-12-31,04 C&I (electricity generation)
Vic,Ash,,Ash waste total,Waste reuse,Waste reuse,0,2021-12-31,04 C&I (electricity generation)
Vic,Ash,,Ash waste total,Other disposal,Long-term storage,875651,2021-12-31,09 Total
Vic,Ash,,Ash waste total,Recycling,Recycling,0,2021-12-31,09 Total
Vic,Ash,,Ash waste total,Waste reuse,Waste reuse,0,2021-12-31,09 Total
Vic,Biosolids,,Biosolids total,Other disposal,Disposal,176934,2021-12-31,03 C&I core
Vic,Biosolids,,Biosolids total,Recycling,Recycling,393821,2021-12-31,03 C&I core
Vic,Biosolids,,Biosolids total,Other disposal,Disposal,176934,2021-12-31,09 Total
Vic,Biosolids,,Biosolids total,Recycling,Recycling,393821,2021-12-31,09 Total
Vic,Hazardous wastes,,Hazwaste total,Energy from waste facility,Energy recovery,0,2021-12-31,02 C&D
Vic,Hazardous wastes,,Hazwaste total,Landfill,Disposal,573501,2021-12-31,02 C&D
Vic,Hazardous wastes,,Hazwaste total,Other disposal,Disposal,0,2021-12-31,02 C&D
Vic,Hazardous wastes,,Hazwaste total,Recycling,Recycling,35731,2021-12-31,02 C&D
Vic,Hazardous wastes,,Hazwaste total,Treatment,Disposal,55340,2021-12-31,02 C&D
Vic,Hazardous wastes,,Hazwaste total,Treatment,Energy recovery,0,2021-12-31,02 C&D
Vic,Hazardous wastes,,Hazwaste total,Treatment,Recycling,221359,2021-12-31,02 C&D
Vic,Hazardous wastes,,Hazwaste total,Energy from waste facility,Energy recovery,49504,2021-12-31,03 C&I core
Vic,Hazardous wastes,,Hazwaste total,Landfill,Disposal,329645,2021-12-31,03 C&I core
Vic,Hazardous wastes,,Hazwaste total,Other disposal,Disposal,7157,2021-12-31,03 C&I core
Vic,Hazardous wastes,,Hazwaste total,Recycling,Recycling,316442,2021-12-31,03 C&I core
Vic,Hazardous wastes,,Hazwaste total,Treatment,Disposal,113860,2021-12-31,03 C&I core
Vic,Hazardous wastes,,Hazwaste total,Treatment,Energy recovery,12604,2021-12-31,03 C&I core
Vic,Hazardous wastes,,Hazwaste total,Treatment,Recycling,200685,2021-12-31,03 C&I core
Vic,Hazardous wastes,,Hazwaste total,Energy from waste facility,Energy recovery,49504,2021-12-31,09 Total
Vic,Hazardous wastes,,Hazwaste total,Landfill,Disposal,903146,2021-12-31,09 Total
Vic,Hazardous wastes,,Hazwaste total,Other disposal,Disposal,7157,2021-12-31,09 Total
Vic,Hazardous wastes,,Hazwaste total,Recycling,Recycling,352174,2021-12-31,09 Total
Vic,Hazardous wastes,,Hazwaste total,Treatment,Disposal,169199,2021-12-31,09 Total
Vic,Hazardous wastes,,Hazwaste total,Treatment,Energy recovery,12604,2021-12-31,09 Total
Vic,Hazardous wastes,,Hazwaste total,Treatment,Recycling,422044,2021-12-31,09 Total
Vic,Mining,,Mining waste total,Landfill,Disposal,2,2021-12-31,08 C&I (mining)
Vic,Mining,,Mining waste total,Other disposal,Disposal,3455215,2021-12-31,08 C&I (mining)
Vic,Mining,,Mining waste total,Recycling,Recycling,2186,2021-12-31,08 C&I (mining)
Vic,Mining,,Mining waste total,Unknown,Unknown,0,2021-12-31,08 C&I (mining)
Vic,Mining,,Mining waste total,Landfill,Disposal,2,2021-12-31,09 Total
Vic,Mining,,Mining waste total,Other disposal,Disposal,3455215,2021-12-31,09 Total
Vic,Mining,,Mining waste total,Recycling,Recycling,2186,2021-12-31,09 Total
Vic,Mining,,Mining waste total,Unknown,Unknown,0,2021-12-31,09 Total
Vic,Total,,All other waste total,Energy from waste facility,Energy recovery,2281,2021-12-31,02 C&D
Vic,Total,,All other waste total,Landfill,Disposal,1124020,2021-12-31,02 C&D
Vic,Total,,All other waste total,Landfill,Energy recovery,16280,2021-12-31,02 C&D
Vic,Total,,All other waste total,Recycling,Recycling,6663589,2021-12-31,02 C&D
Vic,Total,,All other waste total,Energy from waste facility,Energy recovery,0,2021-12-31,03 C&I core
Vic,Total,,All other waste total,Landfill,Disposal,1726558,2021-12-31,03 C&I core
Vic,Total,,All other waste total,Landfill,Energy recovery,258442,2021-12-31,03 C&I core
Vic,Total,,All other waste total,Recycling,Recycling,2365687,2021-12-31,03 C&I core
Vic,Total,,All other waste total,Energy from waste facility,Energy recovery,0,2021-12-31,01 MSW
Vic,Total,,All other waste total,Landfill,Disposal,1358133,2021-12-31,01 MSW
Vic,Total,,All other waste total,Landfill,Energy recovery,330002,2021-12-31,01 MSW
Vic,Total,,All other waste total,Recycling,Recycling,1789780,2021-12-31,01 MSW
Vic,Total,,All other waste total,Energy from waste facility,Energy recovery,2281,2021-12-31,09 Total
Vic,Total,,All other waste total,Landfill,Disposal,4208711,2021-12-31,09 Total
Vic,Total,,All other waste total,Landfill,Energy recovery,604724,2021-12-31,09 Total
Vic,Total,,All other waste total,Recycling,Recycling,10819056,2021-12-31,09 Total
WA,Ash,,Ash waste total,Other disposal,Long-term storage,228813,2021-12-31,04 C&I (electricity generation)
WA,Ash,,Ash waste total,Recycling,Recycling,786723,2021-12-31,04 C&I (electricity generation)
WA,Ash,,Ash waste total,Waste reuse,Waste reuse,0,2021-12-31,04 C&I (electricity generation)
WA,Ash,,Ash waste total,Other disposal,Long-term storage,228813,2021-12-31,09 Total
WA,Ash,,Ash waste total,Recycling,Recycling,786723,2021-12-31,09 Total
WA,Ash,,Ash waste total,Waste reuse,Waste reuse,0,2021-12-31,09 Total
WA,Biosolids,,Biosolids total,Other disposal,Disposal,29511,2021-12-31,03 C&I core
WA,Biosolids,,Biosolids total,Recycling,Recycling,132799,2021-12-31,03 C&I core
WA,Biosolids,,Biosolids total,Other disposal,Disposal,29511,2021-12-31,09 Total
WA,Biosolids,,Biosolids total,Recycling,Recycling,132799,2021-12-31,09 Total
WA,Hazardous wastes,,Hazwaste total,Energy from waste facility,Energy recovery,0,2021-12-31,02 C&D
WA,Hazardous wastes,,Hazwaste total,Landfill,Disposal,10036,2021-12-31,02 C&D
WA,Hazardous wastes,,Hazwaste total,Other disposal,Disposal,0,2021-12-31,02 C&D
WA,Hazardous wastes,,Hazwaste total,Recycling,Recycling,1060,2021-12-31,02 C&D
WA,Hazardous wastes,,Hazwaste total,Treatment,Disposal,241,2021-12-31,02 C&D
WA,Hazardous wastes,,Hazwaste total,Treatment,Energy recovery,0,2021-12-31,02 C&D
WA,Hazardous wastes,,Hazwaste total,Treatment,Recycling,965,2021-12-31,02 C&D
WA,Hazardous wastes,,Hazwaste total,Energy from waste facility,Energy recovery,21316,2021-12-31,03 C&I core
WA,Hazardous wastes,,Hazwaste total,Landfill,Disposal,210632,2021-12-31,03 C&I core
WA,Hazardous wastes,,Hazwaste total,Other disposal,Disposal,5051,2021-12-31,03 C&I core
WA,Hazardous wastes,,Hazwaste total,Recycling,Recycling,374882,2021-12-31,03 C&I core
WA,Hazardous wastes,,Hazwaste total,Treatment,Disposal,50749,2021-12-31,03 C&I core
WA,Hazardous wastes,,Hazwaste total,Treatment,Energy recovery,14675,2021-12-31,03 C&I core
WA,Hazardous wastes,,Hazwaste total,Treatment,Recycling,74292,2021-12-31,03 C&I core
WA,Hazardous wastes,,Hazwaste total,Energy from waste facility,Energy recovery,21316,2021-12-31,09 Total
WA,Hazardous wastes,,Hazwaste total,Landfill,Disposal,220668,2021-12-31,09 Total
WA,Hazardous wastes,,Hazwaste total,Other disposal,Disposal,5051,2021-12-31,09 Total
WA,Hazardous wastes,,Hazwaste total,Recycling,Recycling,375942,2021-12-31,09 Total
WA,Hazardous wastes,,Hazwaste total,Treatment,Disposal,50990,2021-12-31,09 Total
WA,Hazardous wastes,,Hazwaste total,Treatment,Energy recovery,14675,2021-12-31,09 Total
WA,Hazardous wastes,,Hazwaste total,Treatment,Recycling,75257,2021-12-31,09 Total
WA,Mining,,Mining waste total,Landfill,Disposal,801,2021-12-31,08 C&I (mining)
WA,Mining,,Mining waste total,Other disposal,Disposal,362655496,2021-12-31,08 C&I (mining)
WA,Mining,,Mining waste total,Recycling,Recycling,0,2021-12-31,08 C&I (mining)
WA,Mining,,Mining waste total,Unknown,Unknown,8879,2021-12-31,08 C&I (mining)
WA,Mining,,Mining waste total,Landfill,Disposal,801,2021-12-31,09 Total
WA,Mining,,Mining waste total,Other disposal,Disposal,362655496,2021-12-31,09 Total
WA,Mining,,Mining waste total,Recycling,Recycling,0,2021-12-31,09 Total
WA,Mining,,Mining waste total,Unknown,Unknown,8879,2021-12-31,09 Total
WA,Total,,All other waste total,Energy from waste facility,Energy recovery,1172,2021-12-31,02 C&D
WA,Total,,All other waste total,Landfill,Disposal,504910,2021-12-31,02 C&D
WA,Total,,All other waste total,Landfill,Energy recovery,2672,2021-12-31,02 C&D
WA,Total,,All other waste total,Recycling,Recycling,2522324,2021-12-31,02 C&D
WA,Total,,All other waste total,Waste reuse,Waste reuse,0,2021-12-31,02 C&D
WA,Total,,All other waste total,Energy from waste facility,Energy recovery,18157,2021-12-31,03 C&I core
WA,Total,,All other waste total,Landfill,Disposal,855692,2021-12-31,03 C&I core
WA,Total,,All other waste total,Landfill,Energy recovery,52805,2021-12-31,03 C&I core
WA,Total,,All other waste total,Recycling,Recycling,630047,2021-12-31,03 C&I core
WA,Total,,All other waste total,Waste reuse,Waste reuse,2088,2021-12-31,03 C&I core
WA,Total,,All other waste total,Energy from waste facility,Energy recovery,0,2021-12-31,01 MSW
WA,Total,,All other waste total,Landfill,Disposal,998593,2021-12-31,01 MSW
WA,Total,,All other waste total,Landfill,Energy recovery,88779,2021-12-31,01 MSW
WA,Total,,All other waste total,Recycling,Recycling,422214,2021-12-31,01 MSW
WA,Total,,All other waste total,Waste reuse,Waste reuse,6522,2021-12-31,01 MSW
WA,Total,,All other waste total,Energy from waste facility,Energy recovery,19329,2021-12-31,09 Total
WA,Total,,All other waste total,Landfill,Disposal,2359195,2021-12-31,09 Total
WA,Total,,All other waste total,Landfill,Energy recovery,144256,2021-12-31,09 Total
WA,Total,,All other waste total,Recycling,Recycling,3574585,2021-12-31,09 Total
WA,Total,,All other waste total,Waste reuse,Waste reuse,8610,2021-12-31,09 Total
ACT,Biosolids,,Biosolids total,Other disposal,Disposal,20186,2020-12-31,03 C&I core
ACT,Biosolids,,Biosolids total,Recycling,Recycling,0,2020-12-31,03 C&I core
ACT,Biosolids,,Biosolids total,Other disposal,Disposal,20186,2020-12-31,09 Total
ACT,Biosolids,,Biosolids total,Recycling,Recycling,0,2020-12-31,09 Total
ACT,Hazardous wastes,,Hazwaste total,Energy from waste facility,Energy recovery,0,2020-12-31,02 C&D
ACT,Hazardous wastes,,Hazwaste total,Landfill,Disposal,19080,2020-12-31,02 C&D
ACT,Hazardous wastes,,Hazwaste total,Other disposal,Disposal,0,2020-12-31,02 C&D
ACT,Hazardous wastes,,Hazwaste total,Recycling,Recycling,592,2020-12-31,02 C&D
ACT,Hazardous wastes,,Hazwaste total,Treatment,Disposal,643,2020-12-31,02 C&D
ACT,Hazardous wastes,,Hazwaste total,Treatment,Energy recovery,0,2020-12-31,02 C&D
ACT,Hazardous wastes,,Hazwaste total,Treatment,Recycling,2519,2020-12-31,02 C&D
ACT,Hazardous wastes,,Hazwaste total,Energy from waste facility,Energy recovery,2750,2020-12-31,03 C&I core
ACT,Hazardous wastes,,Hazwaste total,Landfill,Disposal,12130,2020-12-31,03 C&I core
ACT,Hazardous wastes,,Hazwaste total,Other disposal,Disposal,236,2020-12-31,03 C&I core
ACT,Hazardous wastes,,Hazwaste total,Recycling,Recycling,6319,2020-12-31,03 C&I core
ACT,Hazardous wastes,,Hazwaste total,Treatment,Disposal,968,2020-12-31,03 C&I core
ACT,Hazardous wastes,,Hazwaste total,Treatment,Energy recovery,254,2020-12-31,03 C&I core
ACT,Hazardous wastes,,Hazwaste total,Treatment,Recycling,2522,2020-12-31,03 C&I core
ACT,Hazardous wastes,,Hazwaste total,Energy from waste facility,Energy recovery,2750,2020-12-31,09 Total
ACT,Hazardous wastes,,Hazwaste total,Landfill,Disposal,31210,2020-12-31,09 Total
ACT,Hazardous wastes,,Hazwaste total,Other disposal,Disposal,236,2020-12-31,09 Total
ACT,Hazardous wastes,,Hazwaste total,Recycling,Recycling,6911,2020-12-31,09 Total
ACT,Hazardous wastes,,Hazwaste total,Treatment,Disposal,1611,2020-12-31,09 Total
ACT,Hazardous wastes,,Hazwaste total,Treatment,Energy recovery,254,2020-12-31,09 Total
ACT,Hazardous wastes,,Hazwaste total,Treatment,Recycling,5042,2020-12-31,09 Total
ACT,Total,,All other waste total,Energy from waste facility,Energy recovery,0,2020-12-31,02 C&D
ACT,Total,,All other waste total,Landfill,Disposal,130538,2020-12-31,02 C&D
ACT,Total,,All other waste total,Landfill,Energy recovery,1216,2020-12-31,02 C&D
ACT,Total,,All other waste total,Recycling,Recycling,300718,2020-12-31,02 C&D
ACT,Total,,All other waste total,Waste reuse,Waste reuse,195858,2020-12-31,02 C&D
ACT,Total,,All other waste total,Energy from waste facility,Energy recovery,0,2020-12-31,03 C&I core
ACT,Total,,All other waste total,Landfill,Disposal,77655,2020-12-31,03 C&I core
ACT,Total,,All other waste total,Landfill,Energy recovery,10755,2020-12-31,03 C&I core
ACT,Total,,All other waste total,Recycling,Recycling,102288,2020-12-31,03 C&I core
ACT,Total,,All other waste total,Waste reuse,Waste reuse,3,2020-12-31,03 C&I core
ACT,Total,,All other waste total,Energy from waste facility,Energy recovery,0,2020-12-31,01 MSW
ACT,Total,,All other waste total,Landfill,Disposal,87247,2020-12-31,01 MSW
ACT,Total,,All other waste total,Landfill,Energy recovery,18732,2020-12-31,01 MSW
ACT,Total,,All other waste total,Recycling,Recycling,160994,2020-12-31,01 MSW
ACT,Total,,All other waste total,Waste reuse,Waste reuse,10713,2020-12-31,01 MSW
ACT,Total,,All other waste total,Energy from waste facility,Energy recovery,0,2020-12-31,09 Total
ACT,Total,,All other waste total,Landfill,Disposal,295441,2020-12-31,09 Total
ACT,Total,,All other waste total,Landfill,Energy recovery,30703,2020-12-31,09 Total
ACT,Total,,All other waste total,Recycling,Recycling,564000,2020-12-31,09 Total
ACT,Total,,All other waste total,Waste reuse,Waste reuse,206574,2020-12-31,09 Total
NSW,Ash,Ash,Ash waste total,Other disposal,Long-term storage,1290245,2020-12-31,04 C&I (electricity generation)
NSW,Ash,,Ash waste total,Other disposal,Long-term storage,1290245,2020-12-31,04 C&I (electricity generation)
NSW,Ash,,Ash waste total,Recycling,Recycling,4416478,2020-12-31,04 C&I (electricity generation)
NSW,Ash,,Ash waste total,Other disposal,Long-term storage,1290245,2020-12-31,09 Total
NSW,Ash,,Ash waste total,Recycling,Recycling,4416478,2020-12-31,09 Total
